7	58836996	58836996	1	21
7	58836996	58836996	2	20
12	14151983	14151983	1	11
12	14151983	14151983	2	11
12	22466735	22466735	1	7
12	22466735	22466735	2	7
4	140661793	140661793	1	9
4	140661793	140661793	2	9
9	111311706	111311706	1	5
9	111311706	111311706	2	5
3	95173166	95173166	1	7
3	95173166	95173166	2	7
11	75895201	75895201	1	18
11	75895201	75895201	2	18
8	8969146	8969146	1	8
8	8969146	8969146	2	8
8	121117104	121117104	1	11
8	121117104	121117104	2	11
1	63273286	63273286	1	2
1	63273286	63273286	2	2
8	25027972	25027972	1	9
8	25027972	25027972	2	9
7	58837119	58837119	1	9
7	58837119	58837119	2	8
3	95173181	95173181	1	9
3	95173181	95173181	2	9
5	111419488	111419488	1	11
5	111419488	111419488	2	11
5	135022262	135022262	1	15
5	135022262	135022262	2	15
10	120428504	120428504	1	7
10	120428504	120428504	2	7
19	5756875	5756875	1	8
19	5756875	5756875	2	8
6	110645953	110645953	1	5
6	110645953	110645953	2	5
5	131307602	131307602	1	7
5	131307602	131307602	2	6
6	83161434	83161434	1	19
6	83161434	83161434	2	19
5	111419939	111419939	1	24
5	111419939	111419939	2	24
3	95173328	95173328	1	9
3	95173328	95173328	2	9
19	40487657	40487657	1	12
19	40487657	40487657	2	12
15	98780773	98780773	1	17
15	98780773	98780773	2	18
3	29082978	29082978	1	5
3	29082978	29082978	2	5
7	19118279	19118279	1	9
7	19118279	19118279	2	10
9	110873863	110873863	1	14
9	110873863	110873863	2	15
6	90550611	90550611	1	5
6	90550611	90550611	2	5
3	158561376	158561376	1	10
3	158561376	158561376	2	10
15	26308812	26308812	1	8
15	26308812	26308812	2	8
10	79921218	79921218	1	19
10	79921218	79921218	2	19
14	21990803	21990803	1	14
14	21990803	21990803	2	14
12	22906211	22906211	1	11
12	22906211	22906211	2	11
16	18588908	18588908	1	9
16	18588908	18588908	2	9
10	79921819	79921819	1	17
10	79921819	79921819	2	16
4	99656966	99656966	1	4
4	99656966	99656966	2	4
11	61684617	61684617	1	10
11	61684617	61684617	2	10
16	33755524	33755524	1	8
16	33755524	33755524	2	8
12	19954358	19954358	1	8
12	19954358	19954358	2	8
7	115379735	115379735	1	10
7	115379735	115379735	2	10
2	74655649	74655649	1	7
2	74655649	74655649	2	8
11	69965628	69965628	1	22
11	69965628	69965628	2	22
4	105175583	105175583	1	20
4	105175583	105175583	2	20
7	44697263	44697263	1	14
7	44697263	44697263	2	14
4	78212190	78212190	1	6
4	78212190	78212190	2	5
12	14150198	14150198	1	6
12	14150198	14150198	2	6
13	18218741	18218741	1	10
13	18218741	18218741	2	10
8	99416670	99416670	1	8
8	99416670	99416670	2	8
9	111311765	111311765	1	9
9	111311765	111311765	2	9
11	90033352	90033352	1	6
11	90033352	90033352	2	6
11	61684760	61684760	1	5
11	61684760	61684760	2	5
10	80810385	80810385	1	17
10	80810385	80810385	2	17
4	123105473	123105473	1	8
4	123105473	123105473	2	8
8	69882206	69882206	1	10
8	69882206	69882206	2	9
8	69882233	69882233	1	9
8	69882233	69882233	2	9
11	35798308	35798308	1	2
11	35798308	35798308	2	2
8	48555184	48555184	1	7
8	48555184	48555184	2	6
11	69965631	69965631	1	20
11	69965631	69965631	2	19
12	14150167	14150167	1	4
12	14150167	14150167	2	4
8	87472974	87472974	1	8
8	87472974	87472974	2	8
6	88200056	88200056	1	11
6	88200056	88200056	2	11
2	30652644	30652644	1	8
2	30652644	30652644	2	8
12	22466826	22466826	1	8
12	22466826	22466826	2	8
5	69341468	69341468	1	15
5	69341468	69341468	2	15
1	109983116	109983116	1	11
1	109983116	109983116	2	12
15	98780779	98780779	1	18
15	98780779	98780779	2	17
4	140750337	140750337	1	16
4	140750337	140750337	2	16
10	75424632	75424632	1	18
10	75424632	75424632	2	18
19	61225696	61225696	1	2
19	61225696	61225696	2	2
9	45839573	45839573	1	9
9	45839573	45839573	2	9
5	81020087	81020087	1	0
5	81020087	81020087	2	0
18	61036161	61036161	1	4
18	61036161	61036161	2	4
12	84417643	84417643	1	22
12	84417643	84417643	2	23
11	98767348	98767348	1	2
11	98767348	98767348	2	2
12	19882419	19882419	1	6
12	19882419	19882419	2	6
7	28732605	28732605	1	16
7	28732605	28732605	2	16
11	57827286	57827286	1	6
11	57827286	57827286	2	6
3	124320988	124320988	1	4
3	124320988	124320988	2	4
18	58210351	58210351	1	3
18	58210351	58210351	2	2
2	54436805	54436805	1	6
2	54436805	54436805	2	6
4	156234042	156234042	1	14
4	156234042	156234042	2	14
4	83512457	83512457	1	8
4	83512457	83512457	2	8
15	87625501	87625501	1	4
15	87625501	87625501	2	4
17	35425822	35425822	1	31
17	35425822	35425822	2	31
5	89882485	89882485	1	9
5	89882485	89882485	2	9
8	84784807	84784807	1	19
8	84784807	84784807	2	19
16	18588889	18588889	1	11
16	18588889	18588889	2	12
4	114912901	114912901	1	8
4	114912901	114912901	2	8
12	109408943	109408943	1	11
12	109408943	109408943	2	11
8	8969126	8969126	1	9
8	8969126	8969126	2	9
2	133553339	133553339	1	9
2	133553339	133553339	2	9
4	25799668	25799668	1	9
4	25799668	25799668	2	9
5	131538153	131538153	1	2
5	131538153	131538153	2	2
8	120268743	120268743	1	31
8	120268743	120268743	2	31
4	131916023	131916023	1	3
4	131916023	131916023	2	3
12	46819305	46819305	1	4
12	46819305	46819305	2	3
6	94281701	94281701	1	8
6	94281701	94281701	2	7
15	72546959	72546959	1	4
15	72546959	72546959	2	4
2	130638082	130638082	1	21
2	130638082	130638082	2	19
8	84912704	84912704	1	18
8	84912704	84912704	2	18
4	81442919	81442919	1	8
4	81442919	81442919	2	8
17	26439144	26439144	1	14
17	26439144	26439144	2	14
11	83851560	83851560	1	14
11	83851560	83851560	2	14
10	114801481	114801481	1	1
10	114801481	114801481	2	1
8	17535333	17535333	1	6
8	17535333	17535333	2	6
17	36216394	36216394	1	9
17	36216394	36216394	2	9
6	122609544	122609544	1	11
6	122609544	122609544	2	11
18	9214905	9214905	1	9
18	9214905	9214905	2	9
5	131538133	131538133	1	2
5	131538133	131538133	2	2
16	20804402	20804402	1	6
16	20804402	20804402	2	6
9	21037816	21037816	1	15
9	21037816	21037816	2	15
2	133554559	133554559	1	8
2	133554559	133554559	2	8
12	19704276	19704276	1	11
12	19704276	19704276	2	11
2	63184245	63184245	1	5
2	63184245	63184245	2	5
6	83161570	83161570	1	18
6	83161570	83161570	2	19
18	59175739	59175739	1	9
18	59175739	59175739	2	9
3	158561364	158561364	1	10
3	158561364	158561364	2	10
4	147276021	147276021	1	26
4	147276021	147276021	2	25
19	61225630	61225630	1	5
19	61225630	61225630	2	5
17	36216209	36216209	1	16
17	36216209	36216209	2	16
7	27657955	27657955	1	9
7	27657955	27657955	2	9
9	91364483	91364483	1	10
9	91364483	91364483	2	10
2	57111502	57111502	1	15
2	57111502	57111502	2	15
10	70599111	70599111	1	4
10	70599111	70599111	2	4
13	112443509	112443509	1	9
13	112443509	112443509	2	9
10	103028768	103028768	1	10
10	103028768	103028768	2	10
19	5742376	5742376	1	9
19	5742376	5742376	2	9
12	49383670	49383670	1	3
12	49383670	49383670	2	3
2	61815608	61815608	1	2
2	61815608	61815608	2	2
18	22344063	22344063	1	6
18	22344063	22344063	2	6
12	108328044	108328044	1	19
12	108328044	108328044	2	19
19	5751185	5751185	1	19
19	5751185	5751185	2	19
4	134402541	134402541	1	10
4	134402541	134402541	2	10
4	123105471	123105471	1	7
4	123105471	123105471	2	7
1	55363551	55363551	1	6
1	55363551	55363551	2	6
8	48555065	48555065	1	11
8	48555065	48555065	2	11
12	46819179	46819179	1	5
12	46819179	46819179	2	5
10	103029442	103029442	1	6
10	103029442	103029442	2	6
13	41078865	41078865	1	14
13	41078865	41078865	2	14
11	116108298	116108298	1	10
11	116108298	116108298	2	11
1	42697622	42697622	1	4
1	42697622	42697622	2	4
19	37693429	37693429	1	24
19	37693429	37693429	2	24
1	185455219	185455219	1	9
1	185455219	185455219	2	9
3	124321088	124321088	1	11
3	124321088	124321088	2	11
11	61147591	61147591	1	8
11	61147591	61147591	2	8
11	96007033	96007033	1	7
11	96007033	96007033	2	7
8	121117019	121117019	1	11
8	121117019	121117019	2	11
4	46344139	46344139	1	5
4	46344139	46344139	2	5
13	60176260	60176260	1	21
13	60176260	60176260	2	21
13	41220504	41220504	1	5
13	41220504	41220504	2	5
17	62880471	62880471	1	1
17	62880471	62880471	2	1
7	70361446	70361446	1	12
7	70361446	70361446	2	12
1	42491877	42491877	1	11
1	42491877	42491877	2	11
7	133124588	133124588	1	23
7	133124588	133124588	2	23
1	89931154	89931154	1	5
1	89931154	89931154	2	5
3	62340384	62340384	1	17
3	62340384	62340384	2	17
7	99539905	99539905	1	6
7	99539905	99539905	2	6
7	143476101	143476101	1	4
7	143476101	143476101	2	4
18	22343957	22343957	1	13
18	22343957	22343957	2	13
4	76449811	76449811	1	14
4	76449811	76449811	2	15
12	20312159	20312159	1	9
12	20312159	20312159	2	9
7	134225114	134225114	1	9
7	134225114	134225114	2	9
8	92855486	92855486	1	15
8	92855486	92855486	2	15
7	118596514	118596514	1	27
7	118596514	118596514	2	27
15	98895289	98895289	1	14
15	98895289	98895289	2	14
10	109010638	109010638	1	14
10	109010638	109010638	2	13
8	78436416	78436416	1	6
8	78436416	78436416	2	6
16	35156527	35156527	1	9
16	35156527	35156527	2	10
19	6830384	6830384	1	13
19	6830384	6830384	2	13
16	9995609	9995609	1	14
16	9995609	9995609	2	14
1	13126903	13126903	1	8
1	13126903	13126903	2	8
11	96345964	96345964	1	11
11	96345964	96345964	2	11
4	146067697	146067697	1	13
4	146067697	146067697	2	13
17	62880488	62880488	1	1
17	62880488	62880488	2	1
4	148952705	148952705	1	9
4	148952705	148952705	2	9
11	53478875	53478875	1	5
11	53478875	53478875	2	5
7	37624410	37624410	1	9
7	37624410	37624410	2	9
4	43632236	43632236	1	10
4	43632236	43632236	2	9
17	68841158	68841158	1	7
17	68841158	68841158	2	7
11	33203583	33203583	1	5
11	33203583	33203583	2	6
19	27217362	27217362	1	3
19	27217362	27217362	2	3
2	77816438	77816438	1	2
2	77816438	77816438	2	2
5	101765744	101765744	1	7
5	101765744	101765744	2	7
15	95527878	95527878	1	11
15	95527878	95527878	2	11
